,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,Stimulus pulse frequency (Hz),Number of pulses,Interburst interval,Number of bursts,Paired pulse difference,stp induction,stp recovery,Holding potential (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
0,mouse,VISp,18.116236371769016,104.92640197801585,L23,Pvalb,INH,4138,L23,,EXC,4140,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.10429221511359238,0.0034941917172044744,-0.05577564832111965,-55.0,0.0,25.0,100.0,125.0
1,mouse,VISp,119.14984729967514,25.48982191609257,L23,,EXC,4140,L23,Vip,INH,4133,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.013850555628095864,0.5576922184314516,0.047338495377857,-70.0,100.0,125.0,25.0,50.0
2,mouse,VISp,29.64619373656386,70.29699299588941,L5,,EXC,4224,L5,Sst,INH,4222,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.035669188862842025,0.5486863503811803,0.19612841943368056,-70.0,25.0,50.0,50.0,75.0
3,mouse,VISp,24.370843682039066,264.0951746326988,L5,Sst,INH,4225,L23,,,4221,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.32622500679054495,-0.16692077238172448,0.20517070444261515,-55.0,0.0,25.0,250.0,275.0
4,mouse,VISp,12.839963147459288,298.70304509713645,L5,Sst,INH,4225,L23,,EXC,4227,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.19885146333255066,-0.013191404948443989,0.1270260455839993,-55.0,0.0,25.0,275.0,300.0
5,mouse,VISp,40.409914039677865,107.84409470437328,L4,Sst,INH,4226,L23,,EXC,4227,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.365044758105086,-0.5141507776445007,-0.29154053901339605,-55.0,25.0,50.0,100.0,125.0
6,mouse,VISp,37.293764698294616,34.31408805706842,L23,,EXC,4227,L23,,,4221,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.028457045755706484,-0.5278865408019691,-0.20957537481394062,-70.0,25.0,50.0,25.0,50.0
7,mouse,VISp,40.409914039677865,107.84409470437328,L23,,EXC,4227,L4,Sst,INH,4226,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.05928233307079674,0.23429053244411985,0.09325573137508861,-70.0,25.0,50.0,100.0,125.0
8,mouse,VISp,58.609907710628015,2.1484075222426413,L23,Nr5a1,EXC,4237,L23,Nr5a1,EXC,4238,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.01137617282698216,-0.11724484795956383,-0.12219921640400919,-70.0,50.0,75.0,0.0,25.0
9,mouse,VISp,0.9812198090731908,40.80400826703529,L23,Nr5a1,EXC,4238,L4,Nr5a1,EXC,4240,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.27905309678295276,-0.37100697039913816,0.5135771614788788,-70.0,0.0,25.0,25.0,50.0
10,mouse,VISp,0.9812198090731908,40.80400826703529,L4,Nr5a1,EXC,4240,L23,Nr5a1,EXC,4238,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2788388724826242,-0.5946491349939701,0.04587522801645339,-70.0,0.0,25.0,25.0,50.0
11,mouse,VISp,47.23525874185249,35.62206830281263,L4,Nr5a1,EXC,4240,L4,Nr5a1,EXC,4241,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3000715079000238,-0.17075545348810925,-0.0548412531061503,-70.0,25.0,50.0,25.0,50.0
12,mouse,VISp,47.75986818157269,23.16297495225534,L5,Tlx3,EXC,4247,L5,Sst,INH,4249,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.044902776095261346,0.15710684435248398,-0.022075997486201506,-70.0,25.0,50.0,0.0,25.0
13,mouse,VISp,75.72248191312974,22.72929058122495,L5,Sst,INH,4249,L5,Tlx3,EXC,4246,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.07508893979773809,-0.13487756983276672,0.09670272904400976,-55.0,75.0,100.0,0.0,25.0
14,mouse,VISp,47.75986818157269,23.16297495225534,L5,Sst,INH,4249,L5,Tlx3,EXC,4247,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.2115179203417562,-0.27095512613078376,0.05157382594803539,-55.0,25.0,50.0,0.0,25.0
15,mouse,VISp,32.17965405119973,103.48145854734118,L4,Sst,INH,4258,L23,Vip,INH,4262,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,,-55.0,25.0,50.0,100.0,125.0
16,mouse,VISp,72.30060120241669,86.4760848000132,L5,Tlx3,EXC,4530,L5,Sst,INH,4528,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.017063188802849044,0.1090602500330984,0.31571258345696407,-70.0,50.0,75.0,75.0,100.0
17,mouse,VISp,47.0551271827822,18.11445037455304,L5,Tlx3,EXC,4648,L5,Pvalb,INH,4646,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.24086702299855622,-0.8110843138786927,-0.08060520872724626,-70.0,25.0,50.0,0.0,25.0
18,mouse,VISp,93.5910308999105,73.1492939505363,L4,,EXC,4698,L5,Vip,INH,4700,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.017479893936128546,0.2272559258260933,0.053360135281032665,-70.0,75.0,100.0,50.0,75.0
19,mouse,VISp,120.35916520396614,20.01152888323354,L5,Tlx3,EXC,4840,L5,Sst,INH,4835,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.035692712578656506,0.01684954566078934,0.08313190741899526,-70.0,100.0,125.0,0.0,25.0
20,mouse,VISp,58.37036709841021,31.46475560491222,L5,Sst,INH,4848,L5,Tlx3,EXC,4847,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.45512114981385077,-0.49158840190729003,-0.5780265711476844,-55.0,50.0,75.0,25.0,50.0
21,mouse,VISp,43.60654922349207,46.080546169388775,L5,Tlx3,EXC,4858,L5,Pvalb,INH,4860,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.06774294757312063,-0.7307176153303229,-0.2542413354308115,-70.0,25.0,50.0,25.0,50.0
22,mouse,VISp,84.1601918530113,70.81675636905676,L5,Pvalb,INH,5048,L4,Tlx3,EXC,5052,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.18865903383493843,-0.6042547284995148,-0.21314417757936724,-55.0,75.0,100.0,50.0,75.0
23,mouse,VISp,65.38867230980847,28.626443194543956,L4,Tlx3,EXC,5050,L5,Pvalb,INH,5048,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.05926156575684997,0.13840806216380308,-0.18189343528551621,-70.0,50.0,75.0,25.0,50.0
24,mouse,VISp,24.058354388862487,3.9853597566476786,L5,Sst,INH,5096,L5,Sim1,EXC,5101,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.3188072788799787,0.4419772325701827,0.1977539966756347,-55.0,0.0,25.0,0.0,25.0
25,mouse,VISp,52.81544427153541,4.110119222155992,L5,Sim1,EXC,5097,L5,Sst,INH,5096,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.015466682879905483,0.21483650005938887,-0.26341124808539257,-70.0,50.0,75.0,0.0,25.0
26,mouse,VISp,51.804187564586975,29.972345956616298,L5,Sst,INH,5535,L5,Sst,INH,5534,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,-0.4039305512004867,-55.0,50.0,75.0,25.0,50.0
27,mouse,VISp,67.29796377653787,29.026095906129058,L6a,Sst,INH,5537,L6a,Sim1,EXC,5536,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.8632587354915693,-0.10216230794891987,,-55.0,50.0,75.0,25.0,50.0
28,mouse,VISp,50.93426754706449,65.37690643686048,L5,Sim1,EXC,5736,L5,Sst,INH,5740,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.1231353319752227,0.16561124501429242,0.09468138069143679,-70.0,50.0,75.0,50.0,75.0
29,mouse,VISp,1.2397044240628938,89.44019244165871,L5,Sim1,EXC,5738,L5,Sst,INH,5740,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.014588699089676365,0.1091252150302517,0.03258085293799262,-70.0,0.0,25.0,75.0,100.0
30,mouse,VISp,26.308654383995044,48.154014328646454,L5,Sim1,EXC,5739,L5,Sst,INH,5742,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.026061186259511253,0.0006921711008964495,0.06717773896290245,-70.0,25.0,50.0,25.0,50.0
31,mouse,VISp,23.758525839981797,86.72668023065852,L5,Sst,INH,5742,L5,Sim1,EXC,5738,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,,-55.0,0.0,25.0,75.0,100.0
32,mouse,VISp,31.226941243115935,70.6798371818936,L5,Tlx3,EXC,5949,L5,Sst,INH,5943,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.042950500224141416,0.0862323862853216,0.016057215611251258,-70.0,25.0,50.0,50.0,75.0
33,mouse,VISp,110.69932764615432,46.498656985546006,L4,,INH,6147,L4,,INH,6142,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2971396318427265,-0.4948122482492968,0.09387770243001262,-55.0,100.0,125.0,25.0,50.0
34,mouse,VISp,96.18481630600834,31.5579407534696,L4,Sim1,EXC,6182,L4,Sim1,EXC,6186,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.17760176636032307,-0.2173117962119842,-0.27676323036545913,-70.0,75.0,100.0,25.0,50.0
35,mouse,VISp,82.02478946495782,19.22910424511122,L4,Sim1,EXC,6183,L4,Sim1,EXC,6185,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4004934940988688,-0.38630772529792967,-0.21906197935416322,-70.0,75.0,100.0,0.0,25.0
36,mouse,VISp,82.02478946495782,19.22910424511122,L4,Sim1,EXC,6185,L4,Sim1,EXC,6183,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.7726426850059996,-0.9996758243675233,-0.14932933845487611,-70.0,75.0,100.0,0.0,25.0
37,mouse,VISp,13.58078178272135,65.33982538919197,L5,Tlx3,EXC,6299,L4,Sst,INH,6297,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07353733389956822,0.048676517075178546,0.010645632288104915,-70.0,0.0,25.0,50.0,75.0
38,mouse,VISp,24.439064591691896,69.70489630214722,L5,Sst,INH,6300,L4,Sst,INH,6297,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.06500014276455243,-0.04740300932940194,-0.08890004226765189,-55.0,0.0,25.0,50.0,75.0
39,mouse,VISp,85.8827656360111,35.44758247666349,L5,Sim1,EXC,6403,L5,Sim1,EXC,6399,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.7350736125396153,-0.084966715295281,-0.1765896252824743,-70.0,75.0,100.0,25.0,50.0
40,mouse,VISp,66.4591472587716,43.88764882204169,L5,Sim1,EXC,6404,L5,Sim1,EXC,6399,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.10053981632703912,0.009343630215727686,0.08931158139918544,-70.0,50.0,75.0,25.0,50.0
41,mouse,VISp,104.72585460378647,13.959286953372658,L4,,EXC,6455,L5,Sim1,EXC,6458,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5914108015563054,-0.7751645739425245,-0.17524911166699397,-70.0,100.0,125.0,0.0,25.0
42,mouse,VISp,87.64367054018098,55.90864429356375,L5,,INH,6514,L5,Tlx3,EXC,6516,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4510966659306238,-0.03775904735240307,-0.22231631074330127,-55.0,75.0,100.0,50.0,75.0
43,mouse,VISp,38.59616206854907,10.595604002523647,L5,Tlx3,EXC,6583,L5,Tlx3,EXC,6584,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.14011967058456992,-0.6353047944191064,-0.1705420687042674,-70.0,25.0,50.0,0.0,25.0
44,mouse,VISp,38.59616206854907,10.595604002523647,L5,Tlx3,EXC,6584,L5,Tlx3,EXC,6583,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.23273753000994252,0.2075893360237797,-0.5313272447653506,-70.0,25.0,50.0,0.0,25.0
45,mouse,VISp,3.0152284160330494,22.715952140492902,L5,Tlx3,EXC,6585,L5,Tlx3,EXC,6584,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.6397331238611852,-1.0224795004248917,-0.30241854717643324,-70.0,0.0,25.0,0.0,25.0
46,mouse,VISp,25.188314055614043,43.71627321542597,L4,Tlx3,EXC,6660,L5,Pvalb,INH,6667,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.44176738939388305,-0.5501291548219471,0.00868047676875012,-70.0,25.0,50.0,25.0,50.0
47,mouse,VISp,89.72803683387302,9.433839588898035,L5,Sim1,EXC,6950,L5,Sim1,EXC,6949,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.18818872335723544,-0.15480109315823418,0.1243837853955116,-70.0,75.0,100.0,0.0,25.0
48,mouse,VISp,58.83633493943066,7.580901971740904,L5,Sst,INH,8177,L5,Pvalb,INH,8167,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.05762020924682629,-0.1601355039929296,-0.17268537060019792,-55.0,50.0,75.0,0.0,25.0
49,mouse,VISp,19.071821874078996,29.81595007547791,L5,Tlx3,EXC,8197,L5,Pvalb,INH,8198,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.15429655784995663,-0.30232236142359037,-0.014095095523127397,-70.0,0.0,25.0,25.0,50.0
50,mouse,VISp,29.876773467998017,42.676850688422824,L4,Pvalb,INH,8204,L5,Tlx3,EXC,8197,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,0.01696182814402265,-55.0,25.0,50.0,25.0,50.0
51,mouse,VISp,2.0849332917615695,10.439468364763853,L23,,EXC,8548,L23,Vip,INH,8549,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.033987447690454906,0.06072349626642774,0.04328469322791186,-70.0,0.0,25.0,0.0,25.0
52,mouse,VISp,78.35175105089279,93.69604530447867,L23,,EXC,8548,L4,Sst,INH,8552,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.05437871333408572,0.0008754309906723001,-0.12205029308027092,-70.0,75.0,100.0,75.0,100.0
53,mouse,VISp,78.35175105089279,93.69604530447867,L4,Sst,INH,8552,L23,,EXC,8548,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3366130944215319,-0.37093441894485085,0.030342730919729097,-55.0,75.0,100.0,75.0,100.0
54,mouse,VISp,76.09229915614632,61.76087295190568,L23,,EXC,8576,L23,Vip,INH,8578,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.09194176075781989,-0.0035848510691616617,0.03516261022693794,-70.0,75.0,100.0,50.0,75.0
55,mouse,VISp,59.20130907150599,11.232143229142713,L23,Pvalb,INH,8730,L23,Pvalb,INH,8725,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.14364145923777677,-0.2741595587310423,-0.1315249955736705,-55.0,50.0,75.0,0.0,25.0
56,mouse,VISp,22.323371031373103,59.9325660181146,L23,,EXC,8734,L4,Pvalb,INH,8735,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4022713059818977,-0.7167878895792292,-0.19606173310773867,-70.0,0.0,25.0,50.0,75.0
57,mouse,VISp,27.377172474766788,72.65865029696656,L23,,EXC,8737,L4,Sst,INH,8736,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.37613855197292484,0.6433601724756579,,-70.0,25.0,50.0,50.0,75.0
58,mouse,VISp,2.060302831698496,70.95285091813928,L23,,EXC,8786,L23,Sst,INH,8784,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.060606547281360966,0.18916924459022919,0.06323831295515417,-70.0,0.0,25.0,50.0,75.0
59,mouse,VISp,46.00039550441869,13.232074132465831,L5,Pvalb,INH,8800,L5,,EXC,8794,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.0683216435723311,-0.16729981200746383,-0.09301830019851222,-55.0,25.0,50.0,0.0,25.0
60,mouse,VISp,24.761218066877316,44.2480478924723,L5,Pvalb,INH,8800,L5,Pvalb,INH,8798,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.38125518219580223,-0.46983643867028346,-0.07861484923466304,-55.0,0.0,25.0,25.0,50.0
61,mouse,VISp,53.59272321146997,37.22093930180687,L5,,INH,8874,L5,Rorb,EXC,8875,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2155677351295793,-0.5680261933001032,-0.1716663585975226,-55.0,50.0,75.0,25.0,50.0
62,mouse,VISp,70.62323508164413,28.161483524538497,L5,,INH,8874,L5,Rorb,EXC,8876,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.20111852483530201,-0.38437847274916764,-0.3241517496225341,-55.0,50.0,75.0,25.0,50.0
63,mouse,VISp,53.59272321146997,37.22093930180687,L5,Rorb,EXC,8875,L5,,INH,8874,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.6923676346919314,-0.8913444475973372,-0.12321447101674299,-70.0,50.0,75.0,25.0,50.0
64,mouse,VISp,74.2554508036295,22.041738984929207,L5,Rorb,EXC,8875,L5,,INH,8878,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.24350216306315353,-0.6508805029171735,-0.14310567787592393,-70.0,50.0,75.0,0.0,25.0
65,mouse,VISp,70.62323508164413,28.161483524538497,L5,Rorb,EXC,8876,L5,,INH,8874,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.40130718246176067,-0.7600957933053466,-0.14641147785422748,-70.0,50.0,75.0,25.0,50.0
66,mouse,VISp,49.875672647831294,24.176746012984736,L5,,INH,8878,L5,Rorb,EXC,8880,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.36990547220442554,-0.248468041346604,-0.18847191241758995,-55.0,25.0,50.0,0.0,25.0
67,mouse,VISp,45.99996773982757,3.3806879262655145,L5,Rorb,EXC,8879,L5,Rorb,EXC,8876,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.015774237475596687,-0.16125010308399151,-0.24703447914630255,-70.0,25.0,50.0,0.0,25.0
68,mouse,VISp,49.875672647831294,24.176746012984736,L5,Rorb,EXC,8880,L5,,INH,8878,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.1934864884352145,-0.3000696522884603,-0.08196234793075817,-70.0,25.0,50.0,0.0,25.0
69,mouse,VISp,176.13909259504268,73.80893752063572,L23,Sst,INH,8926,L23,,INH,8923,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3399630683680997,-0.2738373761698108,0.13318691154144452,-55.0,175.0,200.0,50.0,75.0
70,mouse,VISp,70.29584296091392,145.03163381502156,L5,Tlx3,EXC,8942,L5,Vip,INH,8938,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.026936861878715607,-0.5819234442879544,0.08559659760755386,-70.0,50.0,75.0,125.0,150.0
71,mouse,VISp,58.695232508196376,93.26583415087605,L5,Sst,INH,8979,L5,Sst,INH,8975,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.01901099320150134,-0.4405245485769148,-0.018544403777220147,-55.0,50.0,75.0,75.0,100.0
72,mouse,VISp,94.80178641959778,47.45627844503838,L5,Pvalb,INH,9070,L4,Pvalb,INH,9077,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,2.4792268270153293,2.3153667873904866,0.737229846233249,-55.0,75.0,100.0,25.0,50.0
73,mouse,VISp,35.60536367587496,37.442301857106955,L5,Pvalb,INH,9071,L5,Tlx3,EXC,9072,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.07183093889341138,0.07882668110060953,-0.3077904996539625,-55.0,25.0,50.0,25.0,50.0
74,mouse,VISp,133.85027494722138,66.35310972217655,L4,,EXC,9120,L4,Pvalb,INH,9123,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.17356316799880905,-0.6953627165241403,0.1434753112200413,-70.0,125.0,150.0,50.0,75.0
75,mouse,VISp,30.168403812285483,16.648284312771846,L4,Pvalb,INH,9122,L4,Pvalb,INH,9123,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.6277881617803034,-0.7967406703995715,-0.12823140275826167,-55.0,25.0,50.0,0.0,25.0
76,mouse,VISp,154.9315513454141,35.92519870541349,L4,Nr5a1,EXC,9193,L4,Nr5a1,EXC,9196,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.02444463237584313,-0.3962194047284254,0.07839296599787418,-70.0,150.0,175.0,25.0,50.0
77,mouse,VISp,8.180776698769394,45.91310994111458,L4,Nr5a1,EXC,9194,L4,Nr5a1,EXC,9196,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.15521551572914077,-0.6590183041923543,-0.10952401427685546,-70.0,0.0,25.0,25.0,50.0
78,mouse,VISp,40.54421563320026,24.69885692230632,L4,Nr5a1,EXC,9216,L4,Nr5a1,EXC,9215,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.21076174456786292,-0.5859636332585434,-0.0694381442737208,-70.0,25.0,50.0,0.0,25.0
79,mouse,VISp,55.253538237993574,39.210627011979355,L4,Nr5a1,EXC,9217,L4,Nr5a1,EXC,9218,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.010445729236373852,-0.12659120797311035,-0.2386076297499704,-70.0,50.0,75.0,25.0,50.0
80,mouse,VISp,29.124368132053874,98.8266312494693,L4,Sst,INH,9248,L5,Sst,INH,9246,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5741309253874909,-0.6182089623470571,-0.007328507343920157,-55.0,25.0,50.0,75.0,100.0
81,mouse,VISp,97.9249964830103,47.16024883196029,L6a,Pvalb,INH,9255,L6a,Pvalb,INH,9260,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4843425226155783,-0.6885363011275829,-0.1867226536684004,-55.0,75.0,100.0,25.0,50.0
82,mouse,VISp,92.45409398603081,7.382662735907201,L4,Nr5a1,EXC,9429,L4,Nr5a1,EXC,9431,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.26761296792774547,-0.5276032052657339,-0.2066572018855816,-70.0,75.0,100.0,0.0,25.0
83,mouse,VISp,19.640064358579902,52.66992802995693,L23,,EXC,9502,L23,,INH,9503,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.036259076930624724,-0.3153671731004423,-0.167135870161279,-70.0,0.0,25.0,50.0,75.0
84,mouse,VISp,89.90167691921825,53.767208954181555,L6a,,INH,9536,L6a,,INH,9534,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,0.15756930530404978,-55.0,75.0,100.0,50.0,75.0
85,mouse,VISp,71.5812725003512,106.2620611503022,L4,Sst,INH,9563,L23,,EXC,9564,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.1416790480120302,-0.11168188341491883,0.3807746114537545,-55.0,50.0,75.0,100.0,125.0
86,mouse,VISp,27.125915205468097,72.32690578972476,L23,,EXC,9643,L23,Vip,INH,9642,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.20401562113103383,-0.32093560555602985,-0.11352355872723663,-70.0,25.0,50.0,50.0,75.0
87,mouse,VISp,7.059834893675386,136.69482972027146,L6a,,EXC,9804,L5,Pvalb,INH,9806,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.1367884112485956,-0.10096604838490722,-0.00044152826899748147,-70.0,0.0,25.0,125.0,150.0
88,mouse,VISp,74.11401438971644,95.28362384765232,L5,Pvalb,INH,9808,L6a,,EXC,9804,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2350908714808606,0.1346938045673633,-0.16458862853557493,-55.0,50.0,75.0,75.0,100.0
89,mouse,VISp,37.85644067906564,36.376846181086,L6a,Ntsr1,EXC,9816,L6a,Pvalb,INH,9814,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.11292286063872516,0.06312844694121841,0.06824374644187083,-70.0,25.0,50.0,25.0,50.0
90,mouse,VISp,54.72245910613976,16.551796983918827,L6a,Ntsr1,EXC,9817,L6a,Pvalb,INH,9814,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.02319600490921675,-0.02391580070424675,0.02477311302455341,-70.0,50.0,75.0,0.0,25.0
91,mouse,VISp,23.83727190035755,58.700067897306965,L5,Tlx3,EXC,9841,L5,Sst,INH,9840,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.026375901659225563,0.04482036761976353,0.025697391042291566,-70.0,0.0,25.0,50.0,75.0
92,mouse,VISp,25.412754688668834,94.34509512329475,L4,Nr5a1,EXC,9897,L5,Nr5a1,EXC,9900,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.06505117863934691,-0.12577875364164776,-0.016564341655718157,-70.0,25.0,50.0,75.0,100.0
93,mouse,VISp,53.6778045797308,22.7351948183922,L4,Nr5a1,EXC,9899,L4,Nr5a1,EXC,9904,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.9713291748684107,-0.0015760042677882152,-0.14241052012260516,-70.0,50.0,75.0,0.0,25.0
94,mouse,VISp,19.142505479907797,24.53818109481037,L4,Nr5a1,EXC,9904,L4,Nr5a1,EXC,9901,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.11294976750801863,-0.23146259696231625,-0.05162520505889567,-70.0,0.0,25.0,0.0,25.0
95,mouse,VISp,66.5252367628942,72.61867681182908,L5,Sst,INH,9908,L5,,INH,9906,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.12539188393626327,-0.5315612383413186,-0.5056894128390207,-55.0,50.0,75.0,50.0,75.0
96,mouse,VISp,40.33390008113639,50.79239018489793,L5,,EXC,10390,L6a,Sst,INH,10395,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.010905855197715251,-0.010596660111970762,-0.006232245092528189,-70.0,25.0,50.0,50.0,75.0
97,mouse,VISp,21.416846242620615,24.781421766717926,L6a,Ntsr1,EXC,10410,L6a,Pvalb,INH,10411,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.2838839197723933,0.058024723281227784,-0.016528018503781376,-70.0,0.0,25.0,0.0,25.0
98,mouse,VISp,100.3814543081804,41.35789108144465,L6a,Ntsr1,EXC,10433,L6a,Pvalb,INH,10427,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.03398517662920407,0.25127798976367927,0.15514521058783787,-70.0,100.0,125.0,25.0,50.0
