,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,synapses per connection,column radius (um),dataset,citation
288,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
289,L5,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
290,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
291,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
292,L5,L4,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
293,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
294,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
295,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
296,L5,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
297,L5,L4,DTC,L4a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
298,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
299,L5,L4,DTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
300,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
301,L5,L4,DTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
302,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
303,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
304,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
305,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
306,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
307,L5,L4,DTC,L4c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
308,L5,L3,DTC,L3b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
309,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
310,L5,L4,DTC,L4c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
311,L5,L4,DTC,L4c,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
312,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
313,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
314,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
315,L5,L4,DTC,L4a,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
316,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
317,L5,L4,DTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
318,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
319,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
320,L5,L4,DTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
321,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
322,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
323,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
324,L5,L4,DTC,L4c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
325,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
326,L5,L5,DTC,DTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
327,L5,L4,DTC,L4c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
328,L5,L4,DTC,L4a,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
329,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
330,L5,L4,DTC,L4c,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
331,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
332,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
333,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
334,L5,L4,DTC,L4a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
335,L5,L5,DTC,L5b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
336,L5,L6,DTC,L6short-a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
337,L5,L4,DTC,L4c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
338,L5,L4,DTC,L4b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
339,L5,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
340,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
341,L5,L5,DTC,L5NP,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
342,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
343,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
344,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
345,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
346,L5,L4,DTC,ITC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
347,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
348,L5,L4,DTC,L4a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
349,L5,L4,DTC,L4a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
350,L5,L4,DTC,L4a,19,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
351,L5,L5,DTC,L5b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
352,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
353,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
354,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
355,L5,L4,DTC,L4c,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
356,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
357,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
358,L5,L4,DTC,L4c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
359,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
360,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
361,L5,L4,DTC,L4b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
362,L5,L6,DTC,L6short-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
363,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
364,L5,L4,DTC,L4a,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
365,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
366,L5,L4,DTC,L4c,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
367,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
368,L5,L6,DTC,L6short-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
369,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
370,L5,L4,DTC,L4a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
371,L5,L4,DTC,L4b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
372,L5,L4,DTC,L4a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
373,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
374,L5,L4,DTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
375,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
376,L5,L4,DTC,L4a,18,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
377,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
378,L5,L5,DTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
379,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
380,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
381,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
382,L5,L4,DTC,L4c,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
383,L5,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
384,L5,L4,DTC,L4a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
385,L5,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
386,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
387,L5,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
388,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
389,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
390,L5,L5,DTC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
391,L5,L4,DTC,L4b,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
392,L5,L4,DTC,L4a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
393,L5,L5,DTC,L5ET,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
394,L5,L4,DTC,L4a,16,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
395,L5,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
396,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
397,L5,L4,DTC,L4a,17,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
398,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
399,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
400,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
401,L5,L4,DTC,L4a,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
402,L5,L4,DTC,L4c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
403,L5,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
404,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
405,L5,L5,DTC,L5a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
406,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
407,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
408,L5,L5,DTC,L5b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
409,L5,L4,DTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
410,L5,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
411,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
412,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
413,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
414,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
415,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
416,L5,L4,DTC,L4b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
417,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
418,L5,L4,DTC,L4c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
419,L5,L6,DTC,L6wm,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
420,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
421,L5,L3,DTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
422,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
423,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
424,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
425,L5,L4,DTC,L4a,16,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
426,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
427,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
428,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
429,L5,L5,DTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
430,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
431,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
432,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
433,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
434,L5,L4,DTC,L4b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
435,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
436,L5,L4,DTC,L4c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
437,L5,L4,DTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
438,L5,L4,DTC,PTC,14,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
439,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
440,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
441,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
442,L5,L5,DTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
443,L5,L4,DTC,ITC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
444,L5,L4,DTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
445,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
446,L5,L3,DTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
447,L5,L4,DTC,L4a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
448,L5,L4,DTC,L4b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
449,L5,L3,DTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
450,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
451,L5,L3,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
452,L5,L3,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
453,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
454,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
455,L5,L3,DTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
456,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
457,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
458,L5,L4,DTC,L4b,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
459,L5,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
460,L5,L4,DTC,L4a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
461,L5,L3,DTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
462,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
463,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
464,L5,L4,DTC,L4c,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
465,L5,L4,DTC,L4a,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
466,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
467,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
468,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
469,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
470,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
471,L5,L3,DTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
472,L5,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
473,L5,L4,DTC,L4a,20,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
474,L5,L5,DTC,PTC,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
475,L5,L3,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
476,L5,L3,DTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
477,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
478,L5,L4,DTC,L4c,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
479,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
480,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
481,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
482,L5,L4,DTC,L4a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
483,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
484,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
485,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
486,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
487,L5,L4,DTC,PTC,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
488,L5,L4,DTC,L4a,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
489,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
490,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
491,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
492,L5,L3,DTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
493,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
494,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
496,L5,L4,DTC,L4c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
497,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
498,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
499,L5,L3,DTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
500,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
501,L5,L4,DTC,L4c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
502,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
503,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
504,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
505,L5,L4,DTC,L4a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
506,L5,L4,DTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
507,L5,L5,DTC,PTC,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
508,L5,L5,DTC,L5b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
509,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
510,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
511,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
512,L5,L4,DTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
513,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
514,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
515,L5,L4,DTC,L4c,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
516,L5,L4,DTC,L4a,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
517,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
518,L5,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
519,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
520,L5,L4,DTC,L4c,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
521,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
522,L5,L4,DTC,L4a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
523,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
524,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
525,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
526,L5,L3,DTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
527,L5,L5,DTC,L5ET,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
528,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
529,L5,L3,DTC,L3b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
530,L5,L3,DTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
531,L5,L4,DTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
532,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
533,L5,L4,DTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
534,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
535,L5,L3,DTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
536,L5,L4,DTC,PTC,19,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
537,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
538,L5,L3,DTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
539,L5,L3,DTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
540,L5,L4,DTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
541,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
542,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
543,L5,L4,DTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
544,L5,L4,DTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
545,L5,L4,DTC,L4b,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
546,L5,L4,DTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
547,L5,L4,DTC,L4a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
548,L5,L4,DTC,ITC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
549,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
550,L5,L4,DTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
551,L5,L5,DTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
552,L5,L4,DTC,L4a,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
554,L5,L4,DTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
555,L5,L3,DTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
556,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
557,L5,L5,DTC,L5a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
558,L5,L4,DTC,L4b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
559,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
560,L5,L4,DTC,L4c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
561,L5,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
562,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
563,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
564,L5,L4,DTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
565,L5,L4,DTC,L4c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
566,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
567,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
568,L5,L4,DTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
569,L5,L3,DTC,ITC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
570,L5,L5,DTC,L5a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
571,L5,L3,DTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
572,L5,L3,DTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
573,L5,L4,DTC,L4a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
574,L5,L4,DTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
575,L5,L4,DTC,L4c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
576,L5,L4,DTC,L4c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
577,L5,L4,DTC,L4c,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
578,L5,L4,DTC,L4a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
