,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,synapses per connection,column radius (um),dataset,citation
14844,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14845,L3,L1,DTC,STC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14846,L3,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14847,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14848,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14849,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14850,L3,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14851,L3,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14852,L3,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14853,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14854,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14855,L3,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14856,L3,L2,DTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14857,L3,L2,DTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14858,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14859,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14860,L3,L2,DTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14861,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14862,L3,L2,DTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14863,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14864,L3,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14865,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14866,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14867,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14868,L3,L3,DTC,ITC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14869,L3,L5,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14870,L3,L3,DTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14871,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14872,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14873,L3,L2,DTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14874,L3,L3,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14875,L3,L3,DTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14876,L3,L5,DTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14878,L3,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14879,L3,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14880,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14881,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14882,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14883,L3,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14884,L3,L2,DTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14885,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14886,L3,L5,DTC,L5NP,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14887,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14888,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14889,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14890,L3,L2,DTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14891,L3,L3,DTC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14892,L3,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14893,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14894,L3,L4,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14895,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14896,L3,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14897,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14898,L3,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14899,L3,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14900,L3,L5,DTC,L5ET,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14901,L3,L5,DTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14902,L3,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14903,L3,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14904,L3,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14905,L3,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14906,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14907,L3,L2,DTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14908,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14909,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14910,L3,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14911,L3,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14912,L3,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14913,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14914,L3,L2,DTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14915,L3,L2,DTC,L2b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14916,L3,L2,DTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14917,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14918,L3,L4,DTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14919,L3,L6,DTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14920,L3,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14921,L3,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14922,L3,L1,DTC,STC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14923,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14924,L3,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14925,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14926,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14927,L3,L2,DTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14928,L3,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14929,L3,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14930,L3,L2,DTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14931,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14932,L3,L2,DTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14933,L3,L2,DTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14934,L3,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14935,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14936,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14937,L3,L5,DTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14938,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14939,L3,L3,DTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14940,L3,L5,DTC,L5ET,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14941,L3,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14942,L3,L2,DTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14943,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14944,L3,L6,DTC,L6wm,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14945,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14946,L3,L5,DTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14947,L3,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14948,L3,L5,DTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14949,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14950,L3,L2,DTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14951,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14952,L3,L2,DTC,L2b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14953,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14954,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14955,L3,L2,DTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14956,L3,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14957,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14958,L3,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14959,L3,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14960,L3,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14961,L3,L2,DTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14962,L3,L2,DTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14963,L3,L6,DTC,STC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14964,L3,L6,PTC,DTC,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14965,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14966,L3,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14967,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14968,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14969,L3,L2,PTC,L2a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14970,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14971,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14972,L3,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14973,L3,L2,PTC,L2b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14974,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14975,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14976,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14977,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14978,L3,L2,PTC,L2c,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14979,L3,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14980,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14981,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14982,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14983,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14984,L3,L6,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14985,L3,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14986,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14987,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14988,L3,L3,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14989,L3,L2,PTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14990,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14991,L3,L6,PTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14992,L3,L2,PTC,L2c,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14993,L3,L2,PTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14994,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14995,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14996,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14997,L3,L6,PTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14998,L3,L2,PTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
14999,L3,L4,PTC,ITC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15000,L3,L5,PTC,L5a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15001,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15002,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15003,L3,L5,PTC,L5ET,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15004,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15005,L3,L4,PTC,DTC,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15006,L3,L2,PTC,L2a,19,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15008,L3,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15009,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15010,L3,L2,PTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15011,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15012,L3,L6,PTC,STC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15013,L3,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15014,L3,L5,PTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15015,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15016,L3,L5,PTC,L5ET,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15017,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15018,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15019,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15020,L3,L4,PTC,DTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15021,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15022,L3,L2,PTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15023,L3,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15024,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15025,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15026,L3,L2,PTC,L2b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15027,L3,L6,PTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15028,L3,L2,PTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15029,L3,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15030,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15031,L3,L2,PTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15032,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15033,L3,L2,PTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15034,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15035,L3,L2,PTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15036,L3,L2,PTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15037,L3,L6,PTC,L6short-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15038,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15039,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15040,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15041,L3,L2,PTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15042,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15043,L3,L2,PTC,L2b,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15044,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15045,L3,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15046,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15047,L3,L5,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15048,L3,L3,PTC,L3a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15049,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15050,L3,L2,PTC,L2a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15051,L3,L2,PTC,L2a,15,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15052,L3,L2,PTC,L2a,14,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15053,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15054,L3,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15055,L3,L5,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15056,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15057,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15058,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15059,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15060,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15061,L3,L2,PTC,L2a,19,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15062,L3,L2,PTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15063,L3,L6,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15064,L3,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15065,L3,L2,PTC,L2c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15066,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15067,L3,L2,PTC,L2b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15068,L3,L3,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15069,L3,L5,PTC,L5b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15070,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15071,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15072,L3,L2,PTC,L2a,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15073,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15074,L3,L5,PTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15075,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15076,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15077,L3,L5,PTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15078,L3,L3,PTC,L3a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15079,L3,L4,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15080,L3,L3,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15081,L3,L4,PTC,DTC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15082,L3,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15083,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15084,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15085,L3,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15086,L3,L2,PTC,L2c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15087,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15088,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15089,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15090,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15091,L3,L3,PTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15092,L3,L5,PTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15093,L3,L3,PTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15094,L3,L3,PTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15095,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15096,L3,L5,PTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15097,L3,L5,PTC,L5a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15099,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15100,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15101,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15102,L3,L2,PTC,L2a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15103,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15104,L3,L5,PTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15105,L3,L3,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15106,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15107,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15108,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15109,L3,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15110,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15111,L3,L2,PTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15112,L3,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15113,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15114,L3,L2,PTC,L2a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15115,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15116,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15117,L3,L2,PTC,L2c,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15118,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15119,L3,L2,PTC,L2c,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15120,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15121,L3,L4,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15122,L3,L2,PTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15123,L3,L2,PTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15124,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15125,L3,L2,PTC,L2b,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15126,L3,L2,PTC,L2c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15127,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15128,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15129,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
