firing rate (Hz),region,layer,spiking class,citation,dataset,stimulus orientation (degrees),temporal frequency (Hz)
5.758609153262547,PO,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3638638768922745,POL,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.844207586215391,LP,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
6.393910006255998,LP,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
16.38270110953707,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
5.120653683564272,POL,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
10.83198578113918,LP,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.324053335491734,TH,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2188494577201521,LP,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.1192134140321497,LP,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.395006189994826,LGd,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1191372899045197,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0661873832802887,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1927376601122008,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.33274837490381,DG,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.105899813248462,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.367613094325863,LGd,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3309369164014437,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.426235310230032,LP,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
3.5355873557896427,LP,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
2.313323758182676,LP,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.7051139340499286,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2054456377020162,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
4.54521867951151,LGd,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2661252588657365,CA1,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
7.507765104472706,LGd,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
3.6212441140311578,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
5.554445204881832,VIS,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1757936899924469,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1614972152039045,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2419810732727356,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1673216568878888,DG,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
12.423959440340742,VISpm,L5,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.7270022179506916,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1546137273427545,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1927376047695934,DG,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
3.130927079677489,DG,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.199844539582139,DG,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
8.680605199430534,DG,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1763231384293258,DG,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.9414493397788272,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4701015051819897,VISpm,L4,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1003945327890989,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1223142843019736,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4143266432565987,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1030504728099745,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3835177390144413,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
21.533668025942266,VIS,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.180603921419543,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0550679028892002,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.092426712726472,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3096826064340988,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.654423621143756,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.55703301768691,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4876305878327662,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.252794790729305,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1567317236077237,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4209517576626364,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.8239005470730343,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2276845984841932,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3891817019386021,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3952039772377405,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0624808898165925,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1959146545096547,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3748853388995554,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0656578842140464,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1329042274647471,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.7338857058118416,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
4.332369362052332,VISp,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
9.472678126452454,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.167992003671641,VISp,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
17.081412650259544,VISp,L5,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.246440444031931,VISp,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
9.458336046633342,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.507988553400624,VISp,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.7725748280138978,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.1393985634071953,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0640693870153195,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0534794056904733,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.5104370998575868,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.7242367071420772,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0826018543338003,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.674001104052131,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4728425303825465,VISp,L4,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.119666788970762,VIS,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
5.459551717808463,APN,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
