,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,PSC amplitude (nA),PSC rise time (ms),PSC decay tau (ms),voltage clamp (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
435,mouse,VISp,83.80411221078266,93.27483903691568,L5,Tlx3,EXC,8086,L4,Pvalb,INH,8082,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.0041291818815190106,1.0884863681559955,2.77050857044493,-70.0,75.0,100.0,75.0,100.0
436,mouse,VISp,16.74768303604635,54.92225733392737,L5,Tlx3,EXC,8237,L5,Sst,INH,8238,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.0074932440388893115,1.2002431874622115,2.2017403888829654,-70.0,0.0,25.0,50.0,75.0
437,mouse,VISp,48.34183879457934,107.82432593046352,L4,Rorb,EXC,8244,L5,,INH,8249,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.024987957103496553,0.4161185648919217,1.099621328542039,-70.0,25.0,50.0,100.0,125.0
438,mouse,VISp,35.51264532120484,1.1460792033265201,L5,Rorb,EXC,10005,L4,Rorb,EXC,10004,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.0030948373173899538,1.3246280376352286,3.368517973293541,-70.0,25.0,50.0,0.0,25.0
439,mouse,VISp,73.60235853713783,51.4085987922312,L4,Rorb,EXC,10024,L4,Rorb,EXC,10026,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.005481872763277787,1.9800100940362189,3.8481912780484024,-70.0,50.0,75.0,50.0,75.0
440,mouse,VISp,3.6299931949363526,38.341906495957005,L4,Pvalb,INH,10045,L4,Tlx3,EXC,10050,AISynphys,Accessed on 2025-07-07 00:00:007,True,0.017781159591320036,1.126441433232865,6.211363982256384,-55.0,0.0,25.0,25.0,50.0
441,mouse,VISp,56.309511033760295,9.939165451831455,L6a,,EXC,10850,L6a,,INH,10841,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.00023347669757151166,2.001892665870074,12.428459513596762,-70.0,50.0,75.0,0.0,25.0
442,mouse,VISp,103.64992192500222,60.39202521617314,L6a,,EXC,10897,L6b,Ntsr1,EXC,10892,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.004830113234422066,5.11456216466399,2.489678594981532,-70.0,100.0,125.0,50.0,75.0
443,mouse,VISp,56.84936223817088,23.353988606728606,L6a,,EXC,11085,L6a,,EXC,11083,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.0022701679370761793,0.47171425358744545,0.9788650488872697,-70.0,50.0,75.0,0.0,25.0
444,mouse,VISp,22.88956527923679,16.558294678122877,L6a,,EXC,11086,L6a,Ntsr1,EXC,11087,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.02924478094870815,1.1193407209526378,2.0361589656809533,-70.0,0.0,25.0,0.0,25.0
445,mouse,VISp,53.54702499932228,13.192705190444446,L6a,,EXC,11104,L6a,Ntsr1,EXC,11102,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.004596227047227924,3.5623244844856057,4.5486450074822615,-70.0,50.0,75.0,0.0,25.0
446,mouse,VISp,185.50927320867171,36.92727931476063,L6a,,EXC,11104,L6b,,INH,11105,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.01693814753024267,1.1478470821585414,2.0933505608947294,-70.0,175.0,200.0,25.0,50.0
447,mouse,VISp,133.3229222186871,44.8938896908019,L6a,,EXC,11108,L6a,Ntsr1,EXC,11102,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.0024832930523461297,1.5568984716354213,4.959271691052733,-70.0,125.0,150.0,25.0,50.0
448,mouse,VISp,178.3176651577208,56.326446869114456,L4,Sim1,EXC,11329,L4,Sim1,EXC,11334,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.014783945895558395,3.7101193091949405,9.264294613637958,-70.0,175.0,200.0,50.0,75.0
449,mouse,VISp,141.0726609644818,14.53618245520112,L4,Sim1,EXC,11333,L4,Sim1,EXC,11334,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.006039371497180208,3.4158179848727963,23.680345158028505,-70.0,125.0,150.0,0.0,25.0
450,mouse,VISp,97.09955486871132,22.071683546755118,L5,Sim1,EXC,11342,L5,Sim1,EXC,11339,AISynphys,Accessed on 2025-07-07 00:00:007,True,-0.002306086184502825,0.994669710364526,2.83773171096466,-70.0,75.0,100.0,0.0,25.0
