,region,Presynaptic synapse class,Presynaptic gene expression,Presynaptic layer,Postsynaptic synapse class,Postsynaptic gene expression,Postsynaptic layer,minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um),dataset,notes,connection probability,sample size
3134,VISp,INH,Pvalb,L4,INH,Vip,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3135,VISp,INH,Pvalb,L4,INH,Vip,L5,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3136,VISp,INH,Pvalb,L4,INH,Vip,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3137,VISp,INH,Pvalb,L4,INH,Vip,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3138,VISp,INH,Pvalb,L4,INH,Vip,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3139,VISp,INH,Pvalb,L4,INH,Vip,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
3140,VISp,INH,Pvalb,L4,INH,Vip,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3141,VISp,INH,Pvalb,L4,INH,Vip,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3142,VISp,INH,Pvalb,L4,INH,Vip,L5,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3143,VISp,INH,Pvalb,L4,INH,Vip,L5,75.0,100.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3144,VISp,INH,Pvalb,L4,INH,Vip,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3145,VISp,INH,Pvalb,L4,INH,Vip,L5,100.0,125.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3146,VISp,INH,Pvalb,L4,INH,Vip,L5,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3147,VISp,INH,Pvalb,L4,INH,Vip,L5,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3148,VISp,INH,Pvalb,L4,INH,Vip,L5,175.0,200.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3149,VISp,INH,Pvalb,L4,INH,Vip,L5,175.0,200.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3150,VISp,INH,Pvalb,L4,INH,Vip,L5,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3151,VISp,INH,Pvalb,L4,INH,Vip,L5,200.0,225.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3152,VISp,INH,Pvalb,L4,INH,Vip,L5,225.0,250.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3153,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3154,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3155,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,0.0,25.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3156,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
3157,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3158,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3159,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3160,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3161,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3162,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,50.0,75.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3163,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3164,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3165,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,100.0,125.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3166,VISp,INH,Pvalb,L5,EXC,Nr5a1,L23,125.0,150.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3167,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.75,4
3168,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3169,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3170,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3171,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3172,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
3173,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
3174,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3175,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3176,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3177,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3178,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3179,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,50.0,75.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3180,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,50.0,75.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3181,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
3182,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,100.0,125.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3183,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,100.0,125.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3184,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,125.0,150.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3185,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,125.0,150.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3186,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,150.0,175.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3187,VISp,INH,Pvalb,L5,EXC,Nr5a1,L4,175.0,200.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3188,VISp,INH,Pvalb,L5,EXC,Nr5a1,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3189,VISp,INH,Pvalb,L5,EXC,Nr5a1,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3190,VISp,INH,Pvalb,L5,EXC,Ntsr1,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3191,VISp,INH,Pvalb,L5,EXC,Ntsr1,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3192,VISp,INH,Pvalb,L5,EXC,Ntsr1,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3193,VISp,INH,Pvalb,L5,EXC,Ntsr1,L5,150.0,175.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3194,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3195,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3196,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3197,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3198,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3199,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,25.0,50.0,250.0,275.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3200,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3201,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,50.0,75.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3202,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3203,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3204,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3205,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3206,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3207,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3208,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,75.0,100.0,350.0,375.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3209,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3210,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,125.0,150.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3211,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,125.0,150.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3212,VISp,INH,Pvalb,L5,EXC,Ntsr1,L6a,150.0,175.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3213,VISp,INH,Pvalb,L5,EXC,Rorb,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3214,VISp,INH,Pvalb,L5,EXC,Sim1,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3215,VISp,INH,Pvalb,L5,EXC,Sim1,L4,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3216,VISp,INH,Pvalb,L5,EXC,Sim1,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3217,VISp,INH,Pvalb,L5,EXC,Sim1,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3218,VISp,INH,Pvalb,L5,EXC,Sim1,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3219,VISp,INH,Pvalb,L5,EXC,Sim1,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3220,VISp,INH,Pvalb,L5,EXC,Sim1,L4,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3221,VISp,INH,Pvalb,L5,EXC,Sim1,L4,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3222,VISp,INH,Pvalb,L5,EXC,Sim1,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1,10
3223,VISp,INH,Pvalb,L5,EXC,Sim1,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,12
3224,VISp,INH,Pvalb,L5,EXC,Sim1,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.3333333333333333,3
3225,VISp,INH,Pvalb,L5,EXC,Sim1,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3226,VISp,INH,Pvalb,L5,EXC,Sim1,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
3227,VISp,INH,Pvalb,L5,EXC,Sim1,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,6
3228,VISp,INH,Pvalb,L5,EXC,Sim1,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3229,VISp,INH,Pvalb,L5,EXC,Sim1,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3230,VISp,INH,Pvalb,L5,EXC,Sim1,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.3333333333333333,6
3231,VISp,INH,Pvalb,L5,EXC,Sim1,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2857142857142857,7
3232,VISp,INH,Pvalb,L5,EXC,Sim1,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3233,VISp,INH,Pvalb,L5,EXC,Sim1,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3234,VISp,INH,Pvalb,L5,EXC,Sim1,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3235,VISp,INH,Pvalb,L5,EXC,Sim1,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
3236,VISp,INH,Pvalb,L5,EXC,Sim1,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3237,VISp,INH,Pvalb,L5,EXC,Sim1,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3238,VISp,INH,Pvalb,L5,EXC,Sim1,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3239,VISp,INH,Pvalb,L5,EXC,Sim1,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3240,VISp,INH,Pvalb,L5,EXC,Sim1,L5,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3241,VISp,INH,Pvalb,L5,EXC,Sim1,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3242,VISp,INH,Pvalb,L5,EXC,Sim1,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
3243,VISp,INH,Pvalb,L5,EXC,Sim1,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3244,VISp,INH,Pvalb,L5,EXC,Sim1,L5,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3245,VISp,INH,Pvalb,L5,EXC,Sim1,L5,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3246,VISp,INH,Pvalb,L5,EXC,Sim1,L5,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.3333333333333333,3
3247,VISp,INH,Pvalb,L5,EXC,Sim1,L5,125.0,150.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3248,VISp,INH,Pvalb,L5,EXC,Sim1,L5,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3249,VISp,INH,Pvalb,L5,EXC,Sim1,L5,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3250,VISp,INH,Pvalb,L5,EXC,Sim1,L5,175.0,200.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3251,VISp,INH,Pvalb,L5,EXC,Sim1,L5,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3252,VISp,INH,Pvalb,L5,EXC,Sim1,L5,275.0,300.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3253,VISp,INH,Pvalb,L5,EXC,Tlx3,L23,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3254,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
3255,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3256,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2,5
3257,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3258,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3259,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
3260,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3261,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3262,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3263,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,25.0,50.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3264,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3265,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3266,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3267,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,50.0,75.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3268,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,2
3269,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3270,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3271,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3272,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3273,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3274,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3275,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,100.0,125.0,250.0,275.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3276,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
3277,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3278,VISp,INH,Pvalb,L5,EXC,Tlx3,L4,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3279,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1111111111111111,9
3280,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.09090909090909091,11
3281,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
3282,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
3283,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3284,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3285,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.18181818181818182,11
3286,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2222222222222222,9
3287,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.125,8
3288,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
3289,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3290,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3291,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.07142857142857142,14
3292,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,8
3293,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
3294,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2,5
3295,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,4
3296,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3297,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.4,5
3298,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,6
3299,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3300,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3301,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
3302,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,75.0,100.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3303,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
3304,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.125,8
3305,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
3306,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
3307,VISp,INH,Pvalb,L5,EXC,Tlx3,L5,100.0,125.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
